model_name	embedding_type	doc_type	repeat
CNNBiLSTM	bio_glove100	all	10
CNNBiLSTM	bio_glove100	evd_frg	10
CNNBiLSTM	bio_glove100	caption	10
CNNBiLSTM	bio_glove100	caption_evdfrg	10
CNNBiLSTM	bio_glove100	abstract	10
CNNBiLSTM	bio_glove100	title_abstract	10
SimpleCNN	bio_glove100	title	10
SimpleCNN	bio_glove100	MeSH	10
