model_name	embedding_type	doc_type	repeat
CNNBiLSTM	fasttext300	all	10
CNNBiLSTM	fasttext300	evd_frg	10
CNNBiLSTM	fasttext300	caption	10
CNNBiLSTM	fasttext300	caption_evdfrg	10
CNNBiLSTM	fasttext300	abstract	10
CNNBiLSTM	fasttext300	title_abstract	10
SimpleCNN	fasttext300	title	10
SimpleCNN	fasttext300	MeSH	10
